case_id,from_resource,to_resource,activity,timestamp,message
S_llm_agent_proxy_0047,Clerk-000002,Clerk-000007,Return application back to applicant,2023-04-25T07:51:34+00:00,Handover for Return application back to applicant; selected Clerk-000007 from 5 feasible resources.
S_llm_agent_proxy_0047,Clerk-000007,Applicant-000001,Applicant completes form,2023-04-25T07:56:34+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0047,Applicant-000001,Clerk-000007,Check application form completeness,2023-04-25T08:56:34+00:00,Handover for Check application form completeness; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0047,Clerk-000007,Clerk-000001,Check credit history,2023-04-25T09:35:33+00:00,Handover for Check credit history; selected Clerk-000001 from 7 feasible resources.
S_llm_agent_proxy_0047,Clerk-000001,AML Investigator-000001,AML check,2023-04-25T10:21:46+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0047,AML Investigator-000001,Appraiser-000002,Appraise property,2023-04-25T11:41:43+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0047,Appraiser-000002,Loan Officer-000002,Assess loan risk,2023-04-25T11:45:16+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0047,Loan Officer-000002,Clerk-000005,Reject application,2023-04-25T12:05:16+00:00,Handover for Reject application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0048,Clerk-000001,Clerk-000004,Check credit history,2023-04-25T08:45:45+00:00,Handover for Check credit history; selected Clerk-000004 from 7 feasible resources.
S_llm_agent_proxy_0048,Clerk-000004,Appraiser-000001,Appraise property,2023-04-26T01:52:25+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0048,Appraiser-000001,AML Investigator-000001,AML check,2023-04-26T03:36:19+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0048,AML Investigator-000001,Loan Officer-000003,Assess loan risk,2023-04-26T04:39:26+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0048,Loan Officer-000003,Clerk-000001,Reject application,2023-04-26T04:59:26+00:00,Handover for Reject application; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0049,Clerk-000006,Appraiser-000001,Appraise property,2023-04-25T09:26:20+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0049,Appraiser-000001,Clerk-000003,Check credit history,2023-04-25T09:41:49+00:00,Handover for Check credit history; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0049,Clerk-000003,AML Investigator-000001,AML check,2023-04-25T10:01:01+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0049,AML Investigator-000001,Loan Officer-000001,Assess loan risk,2023-04-25T10:09:21+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0049,Loan Officer-000001,Loan Officer-000004,Design loan offer,2023-04-25T10:29:21+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0049,Loan Officer-000004,Senior Officer-000002,Approve loan offer,2023-04-26T02:58:38+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0049,Senior Officer-000002,Clerk-000007,Cancel application,2023-04-26T03:18:38+00:00,Handover for Cancel application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0050,Clerk-000002,Appraiser-000002,Appraise property,2023-04-25T09:03:21+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0050,Appraiser-000002,Clerk-000004,Check credit history,2023-04-25T09:08:14+00:00,Handover for Check credit history; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0050,Clerk-000004,AML Investigator-000002,AML check,2023-04-25T09:12:44+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0050,AML Investigator-000002,Loan Officer-000001,Assess loan risk,2023-04-25T09:13:31+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0050,Loan Officer-000001,Clerk-000005,Reject application,2023-04-25T09:33:31+00:00,Handover for Reject application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0051,Clerk-000005,AML Investigator-000002,AML check,2023-04-25T09:37:15+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0051,AML Investigator-000002,Clerk-000004,Check credit history,2023-04-25T09:45:40+00:00,Handover for Check credit history; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0051,Clerk-000004,Appraiser-000001,Appraise property,2023-04-25T11:05:58+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0051,Appraiser-000001,Loan Officer-000001,Assess loan risk,2023-04-25T12:02:16+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0051,Loan Officer-000001,Loan Officer-000004,Design loan offer,2023-04-25T12:22:16+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0051,Loan Officer-000004,Senior Officer-000001,Approve loan offer,2023-04-26T04:51:34+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0051,Senior Officer-000001,Clerk-000003,Cancel application,2023-04-26T05:11:34+00:00,Handover for Cancel application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0052,Clerk-000008,Clerk-000006,Return application back to applicant,2023-04-26T02:25:02+00:00,Handover for Return application back to applicant; selected Clerk-000006 from 6 feasible resources.
S_llm_agent_proxy_0052,Clerk-000006,Applicant-000001,Applicant completes form,2023-04-26T02:59:42+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0052,Applicant-000001,Clerk-000004,Check application form completeness,2023-04-26T19:59:42+00:00,Handover for Check application form completeness; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0052,Clerk-000004,Clerk-000003,Check credit history,2023-04-26T20:01:24+00:00,Handover for Check credit history; selected Clerk-000003 from 7 feasible resources.
S_llm_agent_proxy_0052,Clerk-000003,AML Investigator-000002,AML check,2023-04-26T21:12:58+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0052,AML Investigator-000002,Appraiser-000001,Appraise property,2023-04-26T21:30:51+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0052,Appraiser-000001,Loan Officer-000002,Assess loan risk,2023-04-26T21:38:07+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0052,Loan Officer-000002,Loan Officer-000004,Design loan offer,2023-04-26T21:58:07+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0052,Loan Officer-000004,Senior Officer-000001,Approve loan offer,2023-04-26T22:02:55+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0052,Senior Officer-000001,Clerk-000001,Approve application,2023-04-26T22:22:55+00:00,Handover for Approve application; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0053,Clerk-000002,Clerk-000003,Check credit history,2023-04-25T10:32:58+00:00,Handover for Check credit history; selected Clerk-000003 from 7 feasible resources.
S_llm_agent_proxy_0053,Clerk-000003,Appraiser-000001,Appraise property,2023-04-25T10:52:50+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0053,Appraiser-000001,AML Investigator-000001,AML check,2023-04-25T11:38:30+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0053,AML Investigator-000001,Loan Officer-000004,Assess loan risk,2023-04-25T12:11:31+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0053,Loan Officer-000004,Loan Officer-000001,Design loan offer,2023-04-25T12:31:31+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0053,Loan Officer-000001,Senior Officer-000002,Approve loan offer,2023-04-25T12:38:15+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0053,Senior Officer-000002,Clerk-000007,Cancel application,2023-04-25T12:58:15+00:00,Handover for Cancel application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0054,Clerk-000003,Appraiser-000002,Appraise property,2023-04-26T04:16:56+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0054,Appraiser-000002,Clerk-000005,Check credit history,2023-04-26T04:31:11+00:00,Handover for Check credit history; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0054,Clerk-000005,AML Investigator-000001,AML check,2023-04-26T04:41:24+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0054,AML Investigator-000001,Loan Officer-000003,Assess loan risk,2023-04-26T06:29:44+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0054,Loan Officer-000003,Loan Officer-000004,Design loan offer,2023-04-26T06:49:44+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0054,Loan Officer-000004,Senior Officer-000002,Approve loan offer,2023-04-26T06:51:03+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0054,Senior Officer-000002,Clerk-000004,Cancel application,2023-04-26T07:11:03+00:00,Handover for Cancel application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0055,Clerk-000003,Appraiser-000002,Appraise property,2023-04-25T11:59:57+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0055,Appraiser-000002,AML Investigator-000001,AML check,2023-04-25T12:49:19+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0055,AML Investigator-000001,Clerk-000005,Check credit history,2023-04-25T13:15:17+00:00,Handover for Check credit history; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0055,Clerk-000005,Loan Officer-000003,Assess loan risk,2023-04-25T14:10:57+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0055,Loan Officer-000003,Loan Officer-000002,Design loan offer,2023-04-25T14:30:57+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0055,Loan Officer-000002,Senior Officer-000001,Approve loan offer,2023-04-25T14:43:02+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0055,Senior Officer-000001,Clerk-000007,Cancel application,2023-04-25T15:03:02+00:00,Handover for Cancel application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0056,Clerk-000001,Clerk-000005,Check credit history,2023-04-25T12:33:25+00:00,Handover for Check credit history; selected Clerk-000005 from 7 feasible resources.
S_llm_agent_proxy_0056,Clerk-000005,Appraiser-000002,Appraise property,2023-04-26T05:23:59+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0056,Appraiser-000002,AML Investigator-000002,AML check,2023-04-26T06:05:16+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0056,AML Investigator-000002,Loan Officer-000003,Assess loan risk,2023-04-26T06:10:43+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0056,Loan Officer-000003,Loan Officer-000004,Design loan offer,2023-04-26T06:30:43+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0056,Loan Officer-000004,Senior Officer-000002,Approve loan offer,2023-04-26T06:44:13+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0056,Senior Officer-000002,Clerk-000007,Cancel application,2023-04-26T07:04:13+00:00,Handover for Cancel application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0057,Clerk-000008,Clerk-000005,Return application back to applicant,2023-04-25T12:53:37+00:00,Handover for Return application back to applicant; selected Clerk-000005 from 6 feasible resources.
S_llm_agent_proxy_0057,Clerk-000005,Applicant-000001,Applicant completes form,2023-04-25T12:58:37+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0057,Applicant-000001,Clerk-000003,Check application form completeness,2023-04-25T13:58:37+00:00,Handover for Check application form completeness; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0057,Clerk-000003,Appraiser-000002,Appraise property,2023-04-25T14:13:26+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0057,Appraiser-000002,AML Investigator-000001,AML check,2023-04-26T07:40:08+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0057,AML Investigator-000001,Clerk-000003,Check credit history,2023-04-26T08:49:28+00:00,Handover for Check credit history; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0057,Clerk-000003,Loan Officer-000001,Assess loan risk,2023-04-26T10:48:23+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0057,Loan Officer-000001,Loan Officer-000004,Design loan offer,2023-04-26T11:08:23+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0057,Loan Officer-000004,Senior Officer-000001,Approve loan offer,2023-04-26T11:41:02+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0057,Senior Officer-000001,Clerk-000004,Approve application,2023-04-26T12:01:02+00:00,Handover for Approve application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0058,Clerk-000007,Clerk-000001,Return application back to applicant,2023-04-25T13:23:12+00:00,Handover for Return application back to applicant; selected Clerk-000001 from 7 feasible resources.
S_llm_agent_proxy_0058,Clerk-000001,Applicant-000001,Applicant completes form,2023-04-25T13:28:12+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0058,Applicant-000001,Clerk-000002,Check application form completeness,2023-04-25T14:28:12+00:00,Handover for Check application form completeness; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0058,Clerk-000002,Clerk-000004,Return application back to applicant,2023-04-25T14:29:06+00:00,Handover for Return application back to applicant; selected Clerk-000004 from 5 feasible resources.
S_llm_agent_proxy_0058,Clerk-000004,Applicant-000001,Applicant completes form,2023-04-25T14:34:06+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0058,Applicant-000001,Clerk-000006,Check application form completeness,2023-04-25T15:34:06+00:00,Handover for Check application form completeness; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0058,Clerk-000006,Clerk-000003,Check credit history,2023-04-25T15:59:21+00:00,Handover for Check credit history; selected Clerk-000003 from 7 feasible resources.
S_llm_agent_proxy_0058,Clerk-000003,AML Investigator-000002,AML check,2023-04-25T16:08:36+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0058,AML Investigator-000002,Appraiser-000002,Appraise property,2023-04-25T16:10:45+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0058,Appraiser-000002,Loan Officer-000001,Assess loan risk,2023-04-26T10:19:43+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0058,Loan Officer-000001,Senior Officer-000001,Approve loan offer,2023-04-26T10:44:39+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0058,Senior Officer-000001,Clerk-000003,Cancel application,2023-04-27T03:04:39+00:00,Handover for Cancel application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0059,Clerk-000004,AML Investigator-000001,AML check,2023-04-25T13:40:24+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0059,AML Investigator-000001,Clerk-000002,Check credit history,2023-04-25T14:22:14+00:00,Handover for Check credit history; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0059,Clerk-000002,Appraiser-000002,Appraise property,2023-04-25T14:29:35+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0059,Appraiser-000002,Loan Officer-000001,Assess loan risk,2023-04-25T14:55:07+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0059,Loan Officer-000001,Loan Officer-000003,Design loan offer,2023-04-25T15:15:07+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0059,Loan Officer-000003,Senior Officer-000002,Approve loan offer,2023-04-25T15:21:30+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0059,Senior Officer-000002,Clerk-000008,Cancel application,2023-04-25T15:41:30+00:00,Handover for Cancel application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0060,Clerk-000007,Clerk-000005,Check credit history,2023-04-25T14:01:50+00:00,Handover for Check credit history; selected Clerk-000005 from 7 feasible resources.
S_llm_agent_proxy_0060,Clerk-000005,Appraiser-000002,Appraise property,2023-04-25T14:41:20+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0060,Appraiser-000002,AML Investigator-000001,AML check,2023-04-25T16:33:52+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0060,AML Investigator-000001,Loan Officer-000003,Assess loan risk,2023-04-28T09:13:01+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0060,Loan Officer-000003,Senior Officer-000001,Approve loan offer,2023-04-28T09:45:00+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0060,Senior Officer-000001,Clerk-000006,Approve application,2023-04-28T10:05:00+00:00,Handover for Approve application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0061,Clerk-000006,AML Investigator-000002,AML check,2023-04-25T14:44:01+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0061,AML Investigator-000002,Appraiser-000001,Appraise property,2023-04-25T14:49:17+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0061,Appraiser-000001,Clerk-000002,Check credit history,2023-04-25T14:53:40+00:00,Handover for Check credit history; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0061,Clerk-000002,Loan Officer-000001,Assess loan risk,2023-04-25T15:38:32+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0061,Loan Officer-000001,Clerk-000001,Reject application,2023-04-25T15:58:32+00:00,Handover for Reject application; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0062,Clerk-000001,AML Investigator-000002,AML check,2023-04-25T15:52:56+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0062,AML Investigator-000002,Clerk-000002,Check credit history,2023-04-25T16:10:49+00:00,Handover for Check credit history; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0062,Clerk-000002,Appraiser-000001,Appraise property,2023-04-25T16:27:23+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0062,Appraiser-000001,Loan Officer-000001,Assess loan risk,2023-04-25T17:10:38+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0062,Loan Officer-000001,Clerk-000006,Reject application,2023-04-26T09:30:38+00:00,Handover for Reject application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0063,Clerk-000002,Clerk-000006,Check credit history,2023-04-25T15:50:40+00:00,Handover for Check credit history; selected Clerk-000006 from 7 feasible resources.
S_llm_agent_proxy_0063,Clerk-000006,Appraiser-000001,Appraise property,2023-04-25T15:59:00+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0063,Appraiser-000001,AML Investigator-000002,AML check,2023-04-25T16:41:56+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0063,AML Investigator-000002,Loan Officer-000004,Assess loan risk,2023-04-25T16:51:35+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0063,Loan Officer-000004,Loan Officer-000001,Design loan offer,2023-04-25T17:11:35+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0063,Loan Officer-000001,Senior Officer-000001,Approve loan offer,2023-04-25T17:11:58+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0063,Senior Officer-000001,Clerk-000004,Approve application,2023-04-25T17:31:58+00:00,Handover for Approve application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0064,Clerk-000007,Clerk-000002,Check credit history,2023-04-25T16:06:21+00:00,Handover for Check credit history; selected Clerk-000002 from 7 feasible resources.
S_llm_agent_proxy_0064,Clerk-000002,Appraiser-000002,Appraise property,2023-04-25T16:30:37+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0064,Appraiser-000002,AML Investigator-000001,AML check,2023-04-25T18:39:33+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0064,AML Investigator-000001,Loan Officer-000002,Assess loan risk,2023-04-25T20:28:56+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0064,Loan Officer-000002,Senior Officer-000002,Approve loan offer,2023-04-25T20:55:33+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0064,Senior Officer-000002,Clerk-000001,Approve application,2023-04-25T21:15:33+00:00,Handover for Approve application; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0065,Clerk-000006,Clerk-000003,Check credit history,2023-04-25T16:57:14+00:00,Handover for Check credit history; selected Clerk-000003 from 7 feasible resources.
S_llm_agent_proxy_0065,Clerk-000003,Appraiser-000002,Appraise property,2023-04-25T17:22:38+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0065,Appraiser-000002,AML Investigator-000002,AML check,2023-04-25T18:04:53+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0065,AML Investigator-000002,Loan Officer-000001,Assess loan risk,2023-04-25T18:28:16+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0065,Loan Officer-000001,Clerk-000005,Reject application,2023-04-26T10:48:16+00:00,Handover for Reject application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0066,Clerk-000006,AML Investigator-000001,AML check,2023-04-25T17:02:05+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0066,AML Investigator-000001,Clerk-000006,Check credit history,2023-04-25T17:56:39+00:00,Handover for Check credit history; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0066,Clerk-000006,Appraiser-000002,Appraise property,2023-04-25T18:21:23+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0066,Appraiser-000002,Loan Officer-000002,Assess loan risk,2023-04-26T12:40:25+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0066,Loan Officer-000002,Loan Officer-000004,Design loan offer,2023-04-26T13:00:25+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0066,Loan Officer-000004,Senior Officer-000001,Approve loan offer,2023-04-26T13:14:26+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0066,Senior Officer-000001,Clerk-000006,Cancel application,2023-04-26T13:34:26+00:00,Handover for Cancel application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0067,Clerk-000007,Clerk-000006,Return application back to applicant,2023-04-25T17:40:20+00:00,Handover for Return application back to applicant; selected Clerk-000006 from 7 feasible resources.
S_llm_agent_proxy_0067,Clerk-000006,Applicant-000001,Applicant completes form,2023-04-25T17:45:20+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0067,Applicant-000001,Clerk-000003,Check application form completeness,2023-04-25T18:45:20+00:00,Handover for Check application form completeness; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0067,Clerk-000003,Appraiser-000001,Appraise property,2023-04-25T18:48:58+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0067,Appraiser-000001,Clerk-000007,Check credit history,2023-04-25T19:31:54+00:00,Handover for Check credit history; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0067,Clerk-000007,AML Investigator-000002,AML check,2023-04-25T20:07:42+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0067,AML Investigator-000002,Loan Officer-000002,Assess loan risk,2023-04-25T20:14:06+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0067,Loan Officer-000002,Loan Officer-000001,Design loan offer,2023-04-25T20:34:06+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0067,Loan Officer-000001,Senior Officer-000001,Approve loan offer,2023-04-25T20:39:58+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0067,Senior Officer-000001,Clerk-000003,Cancel application,2023-04-25T20:59:58+00:00,Handover for Cancel application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0068,Clerk-000007,AML Investigator-000002,AML check,2023-04-25T18:01:50+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0068,AML Investigator-000002,Clerk-000001,Check credit history,2023-04-25T20:12:44+00:00,Handover for Check credit history; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0068,Clerk-000001,Appraiser-000002,Appraise property,2023-04-25T20:47:36+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0068,Appraiser-000002,Loan Officer-000003,Assess loan risk,2023-04-25T21:52:56+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0068,Loan Officer-000003,Loan Officer-000004,Design loan offer,2023-04-25T22:12:56+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0068,Loan Officer-000004,Senior Officer-000001,Approve loan offer,2023-04-25T22:16:05+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
